"","Date","Visitor","G","Home","G.1","X","Att.","LOG","Notes"
"299","2021-11-24","Ottawa Senators",3,"San Jose Sharks",6,"",10076,"2:31",""
"300","2021-11-24","Montreal Canadiens",3,"Washington Capitals",6,"",18573,"2:29",""
"301","2021-11-26","Ottawa Senators",0,"Anaheim Ducks",4,"",14687,"2:21",""
"302","2021-11-26","New York Rangers",5,"Boston Bruins",2,"",17850,"2:34",""
"303","2021-11-26","Montreal Canadiens",1,"Buffalo Sabres",4,"",9958,"2:20",""
"304","2021-11-26","Vancouver Canucks",2,"Columbus Blue Jackets",4,"",16992,"2:20",""
"305","2021-11-26","St. Louis Blues",2,"Chicago Blackhawks",3,"OT",19681,"2:25",""
"306","2021-11-26","Colorado Avalanche",1,"Dallas Stars",3,"",18532,"2:23",""
"307","2021-11-26","Winnipeg Jets",1,"Minnesota Wild",7,"",19113,"2:21",""
"308","2021-11-26","New Jersey Devils",2,"Nashville Predators",4,"",17159,"2:25",""
"309","2021-11-26","Pittsburgh Penguins",1,"New York Islanders",0,"",17255,"2:21",""
"310","2021-11-26","Carolina Hurricanes",6,"Philadelphia Flyers",3,"",18959,"2:31",""
"311","2021-11-26","Toronto Maple Leafs",4,"San Jose Sharks",1,"",14068,"2:17",""
"312","2021-11-26","Seattle Kraken",0,"Tampa Bay Lightning",3,"",19092,"2:13",""
"313","2021-11-26","Florida Panthers",3,"Washington Capitals",4,"",18573,"2:35",""
"314","2021-11-27","Dallas Stars",3,"Arizona Coyotes",2,"",10839,"2:26",""
"315","2021-11-27","Winnipeg Jets",4,"Calgary Flames",2,"",17036,"2:24",""
"316","2021-11-27","Nashville Predators",2,"Colorado Avalanche",6,"",17050,"2:38",""
"317","2021-11-27","Buffalo Sabres",2,"Detroit Red Wings",3,"OT",18050,"2:27",""
"318","2021-11-27","Seattle Kraken",4,"Florida Panthers",1,"",15305,"2:18",""
"319","2021-11-27","Ottawa Senators",2,"Los Angeles Kings",4,"",15406,"2:30",""
"320","2021-11-27","Montreal Canadiens",6,"Pittsburgh Penguins",3,"",17985,"2:34",""
"321","2021-11-27","Columbus Blue Jackets",3,"St. Louis Blues",6,"",18096,"2:23",""
"322","2021-11-27","Edmonton Oilers",3,"Vegas Golden Knights",2,"",18381,"2:26",""
"323","2021-11-28","Toronto Maple Leafs",5,"Anaheim Ducks",1,"",13664,"2:18",""
"324","2021-11-28","Vancouver Canucks",2,"Boston Bruins",3,"",17850,"2:35",""
"325","2021-11-28","Washington Capitals",4,"Carolina Hurricanes",2,"",18815,"2:35",""
"326","2021-11-28","San Jose Sharks",2,"Chicago Blackhawks",0,"",17663,"2:15",""
"327","2021-11-28","Tampa Bay Lightning",2,"Minnesota Wild",4,"",17785,"2:24",""
"328","2021-11-28","Philadelphia Flyers",2,"New Jersey Devils",5,"",13113,"2:25",""
"329","2021-11-29","Seattle Kraken",7,"Buffalo Sabres",4,"",10004,"2:26",""
"330","2021-11-29","Pittsburgh Penguins",1,"Calgary Flames",2,"SO",15343,"2:43",""
"331","2021-11-29","Vancouver Canucks",2,"Montreal Canadiens",1,"",20478,"2:25",""
"332","2021-11-29","Arizona Coyotes",1,"Winnipeg Jets",0,"",14129,"2:19",""
"333","2021-11-30","Detroit Red Wings",2,"Boston Bruins",1,"",17850,"2:33",""
"334","2021-11-30","Carolina Hurricanes",1,"Dallas Stars",4,"",17345,"2:31",""
"335","2021-11-30","Washington Capitals",4,"Florida Panthers",5,"",12365,"2:37",""
"336","2021-11-30","Anaheim Ducks",5,"Los Angeles Kings",4,"SO",15276,"2:39",""
"337","2021-11-30","Arizona Coyotes",2,"Minnesota Wild",5,"",16239,"2:28",""
"338","2021-11-30","San Jose Sharks",5,"New Jersey Devils",2,"",13492,"2:22",""
"339","2021-11-30","Columbus Blue Jackets",0,"Nashville Predators",6,"",16874,"2:37",""
"340","2021-11-30","Tampa Bay Lightning",3,"St. Louis Blues",4,"SO",16605,"2:41",""
"341","2021-12-01","Vegas Golden Knights",5,"Anaheim Ducks",6,"",11902,"2:39",""
"342","2021-12-01","Seattle Kraken",3,"Detroit Red Wings",4,"SO",18963,"2:38",""
"343","2021-12-01","Pittsburgh Penguins",2,"Edmonton Oilers",5,"",17130,"2:29",""
"344","2021-12-01","Philadelphia Flyers",1,"New York Rangers",4,"",15687,"2:26",""
"345","2021-12-01","Vancouver Canucks",6,"Ottawa Senators",2,"",10571,"2:28",""
"346","2021-12-01","Colorado Avalanche",3,"Toronto Maple Leafs",8,"",18931,"2:30",""
"347","2021-12-02","Ottawa Senators",3,"Carolina Hurricanes",2,"",14915,"2:38",""
"348","2021-12-02","Columbus Blue Jackets",2,"Dallas Stars",3,"",17098,"2:27",""
"349","2021-12-02","Buffalo Sabres",4,"Florida Panthers",7,"",11751,"2:28",""
"350","2021-12-02","Calgary Flames",3,"Los Angeles Kings",2,"",13241,"2:24",""
"351","2021-12-02","New Jersey Devils",2,"Minnesota Wild",5,"",16112,"2:29",""
"352","2021-12-02","Colorado Avalanche",4,"Montreal Canadiens",1,"",20092,"2:32",""
"353","2021-12-02","Boston Bruins",2,"Nashville Predators",0,"",17159,"2:41",""
"354","2021-12-02","San Jose Sharks",2,"New York Islanders",1,"OT",17255,"2:19",""
"355","2021-12-02","St. Louis Blues",2,"Tampa Bay Lightning",4,"",19092,"2:27",""
"356","2021-12-02","Chicago Blackhawks",4,"Washington Capitals",3,"SO",18573,"2:40",""
"357","2021-12-03","Calgary Flames",4,"Anaheim Ducks",3,"SO",12427,"2:38",""
"358","2021-12-03","Vegas Golden Knights",7,"Arizona Coyotes",1,"",12389,"2:27",""
"359","2021-12-03","San Jose Sharks",0,"New York Rangers",1,"",16726,"2:16",""
"360","2021-12-03","Edmonton Oilers",3,"Seattle Kraken",4,"",17151,"2:36",""
"361","2021-12-03","New Jersey Devils",4,"Winnipeg Jets",8,"",13844,"2:25",""
"362","2021-12-04","Tampa Bay Lightning",3,"Boston Bruins",2,"OT",17850,"2:33",""
"363","2021-12-04","Buffalo Sabres",2,"Carolina Hurricanes",6,"",18680,"2:33",""
"364","2021-12-04","New York Islanders",3,"Detroit Red Wings",4,"OT",19152,"2:32",""
"365","2021-12-04","St. Louis Blues",3,"Florida Panthers",4,"SO",13446,"2:43",""
"366","2021-12-04","Toronto Maple Leafs",3,"Minnesota Wild",4,"SO",18568,"2:47",""
"367","2021-12-04","Montreal Canadiens",3,"Nashville Predators",4,"OT",17159,"2:44",""
"368","2021-12-04","Chicago Blackhawks",2,"New York Rangers",3,"",17046,"2:32",""
"369","2021-12-04","Colorado Avalanche",5,"Ottawa Senators",6,"OT",14237,"2:50",""
"370","2021-12-04","Pittsburgh Penguins",4,"Vancouver Canucks",1,"",18422,"2:24",""
"371","2021-12-04","Columbus Blue Jackets",1,"Washington Capitals",3,"",18573,"2:14",""
"372","2021-12-05","San Jose Sharks",4,"Columbus Blue Jackets",6,"",16824,"2:31",""
"373","2021-12-05","Los Angeles Kings",5,"Edmonton Oilers",1,"",15658,"2:26",""
"374","2021-12-05","Chicago Blackhawks",3,"New York Islanders",2,"SO",17255,"2:32",""
"375","2021-12-05","Tampa Bay Lightning",7,"Philadelphia Flyers",1,"",16014,"2:33",""
"376","2021-12-05","Calgary Flames",2,"Vegas Golden Knights",3,"",18077,"2:31",""
"377","2021-12-05","Toronto Maple Leafs",3,"Winnipeg Jets",6,"",14461,"2:31",""
"378","2021-12-06","Arizona Coyotes",1,"Dallas Stars",4,"",17256,"2:22",""
"379","2021-12-06","Ottawa Senators",3,"New Jersey Devils",2,"SO",10312,"2:37",""
"380","2021-12-06","Colorado Avalanche",7,"Philadelphia Flyers",5,"",16649,"2:36",""
"381","2021-12-06","Pittsburgh Penguins",6,"Seattle Kraken",1,"",17151,"2:24",""
"382","2021-12-06","Los Angeles Kings",0,"Vancouver Canucks",4,"",18591,"2:22",""
"383","2021-12-06","Anaheim Ducks",3,"Washington Capitals",4,"SO",18573,"2:40",""
"384","2021-12-07","Anaheim Ducks",2,"Buffalo Sabres",0,"",8133,"2:16",""
"385","2021-12-07","New York Rangers",6,"Chicago Blackhawks",2,"",17207,"2:37",""
"386","2021-12-07","Nashville Predators",5,"Detroit Red Wings",2,"",15539,"2:28",""
"387","2021-12-07","Minnesota Wild",4,"Edmonton Oilers",1,"",14715,"2:21",""
"388","2021-12-07","Tampa Bay Lightning",3,"Montreal Canadiens",2,"",19976,"2:23",""
"389","2021-12-07","New York Islanders",5,"Ottawa Senators",3,"",10229,"2:22",""
"390","2021-12-07","Calgary Flames",3,"San Jose Sharks",5,"",10534,"2:20",""
"391","2021-12-07","Florida Panthers",3,"St. Louis Blues",4,"OT",16372,"2:28",""
"392","2021-12-07","Columbus Blue Jackets",4,"Toronto Maple Leafs",5,"",18793,"2:26",""
"393","2021-12-07","Carolina Hurricanes",4,"Winnipeg Jets",2,"",13761,"2:28",""
"394","2021-12-08","Philadelphia Flyers",0,"New Jersey Devils",3,"",12163,"2:28",""
"395","2021-12-08","Colorado Avalanche",7,"New York Rangers",3,"",16714,"2:28",""
"396","2021-12-08","Boston Bruins",1,"Vancouver Canucks",2,"SO",18403,"2:45",""
"397","2021-12-08","Dallas Stars",4,"Vegas Golden Knights",5,"",17843,"2:28",""
"398","2021-12-09","Anaheim Ducks",2,"Columbus Blue Jackets",1,"SO",16029,"2:39",""
"399","2021-12-09","Carolina Hurricanes",2,"Calgary Flames",1,"OT",15620,"2:30",""
"400","2021-12-09","Boston Bruins",3,"Edmonton Oilers",2,"",16112,"2:32",""
"401","2021-12-09","Dallas Stars",0,"Los Angeles Kings",4,"",13659,"2:23",""
"402","2021-12-09","Chicago Blackhawks",2,"Montreal Canadiens",0,"",20447,"2:14",""
"403","2021-12-09","Nashville Predators",4,"New York Islanders",3,"",17255,"2:29",""
"404","2021-12-09","Winnipeg Jets",3,"Seattle Kraken",0,"",17151,"2:25",""
"405","2021-12-09","Minnesota Wild",5,"San Jose Sharks",2,"",10782,"2:21",""
"406","2021-12-09","Detroit Red Wings",2,"St. Louis Blues",6,"",18096,"2:17",""
"407","2021-12-09","Tampa Bay Lightning",5,"Toronto Maple Leafs",3,"",18919,"2:29",""
"408","2021-12-10","Florida Panthers",3,"Arizona Coyotes",1,"",11974,"2:24",""
"409","2021-12-10","New York Rangers",2,"Buffalo Sabres",1,"",9703,"2:27",""
"410","2021-12-10","Detroit Red Wings",3,"Colorado Avalanche",7,"",18021,"2:27",""
"411","2021-12-10","Nashville Predators",3,"New Jersey Devils",2,"",14218,"2:29",""
"412","2021-12-10","Winnipeg Jets",3,"Vancouver Canucks",4,"SO",18457,"2:42",""
"413","2021-12-10","Philadelphia Flyers",4,"Vegas Golden Knights",3,"",18011,"2:38",""
"414","2021-12-10","Pittsburgh Penguins",4,"Washington Capitals",2,"",18573,"2:29",""
"415","2021-12-11","Philadelphia Flyers",5,"Arizona Coyotes",3,"",10562,"2:20",""
"416","2021-12-11","Washington Capitals",3,"Buffalo Sabres",2,"SO",9554,"2:38",""
"417","2021-12-11","Boston Bruins",4,"Calgary Flames",2,"",16190,"2:40",""
"418","2021-12-11","Carolina Hurricanes",3,"Edmonton Oilers",1,"",18025,"2:28",""
"419","2021-12-11","Minnesota Wild",1,"Los Angeles Kings",2,"",15897,"2:25",""
"420","2021-12-11","New Jersey Devils",2,"New York Islanders",4,"",17255,"2:29",""
"421","2021-12-11","Tampa Bay Lightning",0,"Ottawa Senators",4,"",13076,"2:20",""
"422","2021-12-11","Anaheim Ducks",0,"Pittsburgh Penguins",1,"",17435,"2:20",""
"423","2021-12-11","Columbus Blue Jackets",5,"Seattle Kraken",4,"OT",17151,"2:29",""
"424","2021-12-11","Dallas Stars",1,"San Jose Sharks",2,"",14145,"2:22",""
"425","2021-12-11","Montreal Canadiens",1,"St. Louis Blues",4,"",16829,"2:18",""
"426","2021-12-11","Chicago Blackhawks",4,"Toronto Maple Leafs",5,"",18934,"2:20",""
"427","2021-12-12","Florida Panthers",2,"Colorado Avalanche",3,"",16548,"2:47",""
"428","2021-12-12","Nashville Predators",1,"New York Rangers",0,"",16177,"2:17",""
"429","2021-12-12","Anaheim Ducks",3,"St. Louis Blues",2,"OT",17010,"2:21",""
"430","2021-12-12","Carolina Hurricanes",1,"Vancouver Canucks",2,"",18714,"2:19",""
"431","2021-12-12","Minnesota Wild",4,"Vegas Golden Knights",6,"",18001,"2:31",""
"432","2021-12-14","Vegas Golden Knights",4,"Boston Bruins",1,"",17850,"2:24",""
"433","2021-12-14","New York Rangers",2,"Colorado Avalanche",4,"",17198,"2:35",""
"434","2021-12-14","St. Louis Blues",4,"Dallas Stars",1,"",18012,"2:33",""
"435","2021-12-14","New York Islanders",1,"Detroit Red Wings",2,"",16884,"2:23",""
"436","2021-12-14","Toronto Maple Leafs",5,"Edmonton Oilers",1,"",18131,"2:18",""
"437","2021-12-14","Ottawa Senators",8,"Florida Panthers",2,"",13759,"2:35",""
"438","2021-12-14","New Jersey Devils",1,"Philadelphia Flyers",6,"",18594,"2:29",""
"439","2021-12-14","Montreal Canadiens",2,"Pittsburgh Penguins",5,"",17005,"2:22",""
"440","2021-12-14","Seattle Kraken",3,"San Jose Sharks",1,"",12403,"2:12",""
"441","2021-12-14","Los Angeles Kings",2,"Tampa Bay Lightning",3,"OT",19092,"2:25",""
"442","2021-12-14","Columbus Blue Jackets",3,"Vancouver Canucks",4,"",18412,"2:34",""
"443","2021-12-14","Buffalo Sabres",4,"Winnipeg Jets",2,"",13484,"2:15",""
"444","2021-12-15","Seattle Kraken",1,"Anaheim Ducks",4,"",14762,"2:17",""
"445","2021-12-15","New York Rangers",3,"Arizona Coyotes",2,"",11380,"2:25",""
"446","2021-12-15","Washington Capitals",4,"Chicago Blackhawks",5,"OT",18260,"2:30",""
"447","2021-12-16","Detroit Red Wings",3,"Carolina Hurricanes",5,"",16017,"2:27",""
"448","2021-12-16","Columbus Blue Jackets",2,"Edmonton Oilers",5,"",15022,"2:27",""
"449","2021-12-16","Los Angeles Kings",4,"Florida Panthers",1,"",14458,"2:26",""
"450","2021-12-16","Buffalo Sabres",3,"Minnesota Wild",2,"SO",18022,"2:36",""
"451","2021-12-16","Philadelphia Flyers",2,"Montreal Canadiens",3,"SO",NA,"2:34",""
"452","2021-12-16","Vegas Golden Knights",5,"New Jersey Devils",3,"",12724,"2:36",""
"453","2021-12-16","Colorado Avalanche",2,"Nashville Predators",5,"",17184,"2:28",""
"454","2021-12-16","Boston Bruins",1,"New York Islanders",3,"",17255,"2:28",""
"455","2021-12-16","Vancouver Canucks",5,"San Jose Sharks",2,"",10340,"2:17",""
"456","2021-12-16","Ottawa Senators",1,"Tampa Bay Lightning",2,"",19092,"2:24",""
"457","2021-12-17","Arizona Coyotes",6,"Anaheim Ducks",5,"OT",14135,"2:34",""
"458","2021-12-17","Nashville Predators",3,"Chicago Blackhawks",2,"OT",18298,"2:26",""
"459","2021-12-17","Vegas Golden Knights",3,"New York Rangers",2,"SO",17400,"2:37",""
"460","2021-12-17","Buffalo Sabres",2,"Pittsburgh Penguins",3,"OT",17456,"2:33",""
"461","2021-12-17","Dallas Stars",1,"St. Louis Blues",4,"",16852,"2:30",""
"462","2021-12-17","Washington Capitals",5,"Winnipeg Jets",2,"",14039,"2:25",""
"463","2021-12-18","Los Angeles Kings",1,"Carolina Hurricanes",5,"",16238,"2:23",""
"464","2021-12-18","Chicago Blackhawks",3,"Dallas Stars",4,"OT",18532,"2:40",""
"465","2021-12-18","New Jersey Devils",2,"Detroit Red Wings",5,"",19015,"2:27",""
"466","2021-12-18","Ottawa Senators",3,"Philadelphia Flyers",4,"OT",18437,"2:34",""
"467","2021-12-18","Edmonton Oilers",5,"Seattle Kraken",3,"",17151,"2:28",""
"468","2021-12-19","Pittsburgh Penguins",3,"New Jersey Devils",2,"",14857,"2:22",""
"469","2021-12-19","Vegas Golden Knights",4,"New York Islanders",3,"SO",17255,"2:37",""
"470","2021-12-19","St. Louis Blues",2,"Winnipeg Jets",4,"",13524,"2:24",""
"471","2021-12-19","Los Angeles Kings",3,"Washington Capitals",2,"",18573,"2:37",""
"472","2021-12-20","Minnesota Wild",4,"Dallas Stars",7,"",18237,"2:28",""
"473","2021-12-21","Tampa Bay Lightning",4,"Vegas Golden Knights",3,"",18217,"2:31",""
"474","2021-12-28","Vegas Golden Knights",6,"Los Angeles Kings",3,"",14887,"2:26",""
"475","2021-12-28","Arizona Coyotes",7,"San Jose Sharks",8,"SO",11450,"2:39",""
"476","2021-12-28","Montreal Canadiens",4,"Tampa Bay Lightning",5,"OT",19092,"2:39",""
"477","2021-12-29","Vancouver Canucks",2,"Anaheim Ducks",1,"OT",11866,"2:28",""
"478","2021-12-29","New Jersey Devils",4,"Buffalo Sabres",3,"",11511,"2:13",""
"479","2021-12-29","New York Rangers",3,"Florida Panthers",4,"",15857,"2:34",""
"480","2021-12-29","Philadelphia Flyers",3,"Seattle Kraken",2,"OT",17151,"2:31",""
"481","2021-12-29","Edmonton Oilers",2,"St. Louis Blues",4,"",18096,"2:21",""
"482","2021-12-29","Nashville Predators",3,"Washington Capitals",5,"",18573,"2:42",""
"483","2021-12-30","Montreal Canadiens",0,"Carolina Hurricanes",4,"",17722,"2:27",""
"484","2021-12-30","Nashville Predators",3,"Columbus Blue Jackets",4,"SO",17494,"2:48",""
"485","2021-12-30","Tampa Bay Lightning",3,"Florida Panthers",9,"",15001,"2:38",""
"486","2021-12-30","Vancouver Canucks",1,"Los Angeles Kings",2,"SO",14514,"2:36",""
"487","2021-12-30","Buffalo Sabres",1,"New York Islanders",4,"",17255,"2:22",""
"488","2021-12-30","Calgary Flames",6,"Seattle Kraken",4,"",17151,"2:34",""
"489","2021-12-30","Philadelphia Flyers",2,"San Jose Sharks",3,"OT",12540,"2:34",""
"490","2021-12-31","Washington Capitals",3,"Detroit Red Wings",1,"",17721,"2:23",""
"491","2021-12-31","Edmonton Oilers",5,"New Jersey Devils",6,"OT",13044,"2:41",""
"492","2021-12-31","New York Rangers",4,"Tampa Bay Lightning",3,"SO",19092,"2:42",""
"493","2021-12-31","Anaheim Ducks",1,"Vegas Golden Knights",3,"",18022,"2:32",""
"494","2022-01-01","Buffalo Sabres",3,"Boston Bruins",4,"OT",17850,"2:39",""
"495","2022-01-01","Carolina Hurricanes",7,"Columbus Blue Jackets",4,"",15736,"2:29",""
"496","2022-01-01","Montreal Canadiens",2,"Florida Panthers",5,"",13584,"2:27",""
"497","2022-01-01","Philadelphia Flyers",3,"Los Angeles Kings",6,"",14301,"2:39",""
"498","2022-01-01","St. Louis Blues",6,"Minnesota Wild",4,"",38619,"2:42","at Target Field (Minneapolis MN)"
"499","2022-01-01","Chicago Blackhawks",1,"Nashville Predators",6,"",17504,"2:28",""
"500","2022-01-01","Edmonton Oilers",2,"New York Islanders",3,"OT",17255,"2:26",""
"501","2022-01-01","Vancouver Canucks",5,"Seattle Kraken",2,"",17151,"2:34",""
"502","2022-01-01","Ottawa Senators",0,"Toronto Maple Leafs",6,"",989,"2:22",""
"503","2022-01-02","Calgary Flames",5,"Chicago Blackhawks",1,"",17454,"2:21",""
"504","2022-01-02","Anaheim Ducks",2,"Colorado Avalanche",4,"",17305,"2:26",""
"505","2022-01-02","Boston Bruins",5,"Detroit Red Wings",1,"",17973,"2:29",""
"506","2022-01-02","Tampa Bay Lightning",0,"New York Rangers",4,"",16885,"2:29",""
"507","2022-01-02","San Jose Sharks",5,"Pittsburgh Penguins",8,"",18066,"2:27",""
"508","2022-01-02","Winnipeg Jets",5,"Vegas Golden Knights",4,"OT",17888,"2:31",""
"509","2022-01-02","New Jersey Devils",4,"Washington Capitals",3,"OT",18573,"2:36",""
"510","2022-01-03","Edmonton Oilers",1,"New York Rangers",4,"",16979,"2:24",""
"511","2022-01-04","Philadelphia Flyers",1,"Anaheim Ducks",4,"",11375,"2:37",""
"512","2022-01-04","Winnipeg Jets",3,"Arizona Coyotes",1,"",8173,"2:18",""
"513","2022-01-04","New Jersey Devils",3,"Boston Bruins",5,"",17850,"2:38",""
"514","2022-01-04","Tampa Bay Lightning",7,"Columbus Blue Jackets",2,"",14816,"2:25",""
"515","2022-01-04","Colorado Avalanche",4,"Chicago Blackhawks",3,"OT",16784,"2:35",""
"516","2022-01-04","San Jose Sharks",2,"Detroit Red Wings",6,"",14524,"2:37",""
"517","2022-01-04","Calgary Flames",2,"Florida Panthers",6,"",13164,"2:29",""
"518","2022-01-04","Nashville Predators",3,"Vegas Golden Knights",2,"",17804,"2:40",""
"519","2022-01-05","St. Louis Blues",3,"Pittsburgh Penguins",5,"",17921,"2:33",""
"520","2022-01-05","Edmonton Oilers",2,"Toronto Maple Leafs",4,"",NA,"2:26",""
"521","2022-01-06","Chicago Blackhawks",4,"Arizona Coyotes",6,"",11632,"2:33",""
"522","2022-01-06","Minnesota Wild",3,"Boston Bruins",2,"",17850,"2:40",""
"523","2022-01-06","San Jose Sharks",3,"Buffalo Sabres",2,"",8117,"2:22",""
"524","2022-01-06","Winnipeg Jets",1,"Colorado Avalanche",7,"",15171,"2:29",""
"525","2022-01-06","Florida Panthers",5,"Dallas Stars",6,"SO",17678,"2:49",""
"526","2022-01-06","Nashville Predators",4,"Los Angeles Kings",2,"",14359,"2:38",""
"527","2022-01-06","Columbus Blue Jackets",1,"New Jersey Devils",3,"",11523,"2:20",""
"528","2022-01-06","Pittsburgh Penguins",6,"Philadelphia Flyers",2,"",17944,"2:21",""
"529","2022-01-06","Calgary Flames",1,"Tampa Bay Lightning",4,"",19092,"2:35",""
"530","2022-01-06","New York Rangers",1,"Vegas Golden Knights",5,"",18117,"2:19",""
"531","2022-01-07","Calgary Flames",3,"Carolina Hurricanes",6,"",16281,"2:30",""
"532","2022-01-07","Washington Capitals",1,"St. Louis Blues",5,"",18096,"2:21",""
"533","2022-01-08","New York Rangers",4,"Anaheim Ducks",1,"",15146,"2:28",""
"534","2022-01-08","Nashville Predators",4,"Arizona Coyotes",2,"",10317,"2:43",""
"535","2022-01-08","Florida Panthers",4,"Carolina Hurricanes",3,"OT",18680,"2:37",""
"536","2022-01-08","New Jersey Devils",3,"Columbus Blue Jackets",4,"",18680,"2:33",""
"537","2022-01-08","Toronto Maple Leafs",4,"Colorado Avalanche",5,"OT",17354,"2:34",""
"538","2022-01-08","Pittsburgh Penguins",2,"Dallas Stars",3,"",18532,"2:25",""
"539","2022-01-08","Detroit Red Wings",0,"Los Angeles Kings",4,"",17321,"2:29",""
"540","2022-01-08","Washington Capitals",2,"Minnesota Wild",3,"SO",19078,"2:48",""
"541","2022-01-08","San Jose Sharks",3,"Philadelphia Flyers",2,"OT",15600,"2:31",""
"542","2022-01-08","Boston Bruins",5,"Tampa Bay Lightning",2,"",19092,"2:32",""
"543","2022-01-08","Chicago Blackhawks",2,"Vegas Golden Knights",1,"",18367,"2:19",""
"544","2022-01-09","Detroit Red Wings",3,"Anaheim Ducks",4,"SO",12043,"2:40",""
"545","2022-01-09","Dallas Stars",1,"St. Louis Blues",2,"",18096,"2:22",""
"546","2022-01-10","Seattle Kraken",3,"Colorado Avalanche",4,"",17516,"2:27",""
"547","2022-01-10","New York Rangers",1,"Los Angeles Kings",3,"",13558,"2:18",""
"548","2022-01-10","Boston Bruins",7,"Washington Capitals",3,"",18573,"2:39",""
"549","2022-01-11","Pittsburgh Penguins",4,"Anaheim Ducks",1,"",11431,"2:26",""
"550","2022-01-11","Tampa Bay Lightning",6,"Buffalo Sabres",1,"",8368,"2:18",""
"551","2022-01-11","Chicago Blackhawks",4,"Columbus Blue Jackets",2,"",15444,"2:16",""
"552","2022-01-11","Vancouver Canucks",2,"Florida Panthers",5,"",15041,"2:34",""
"553","2022-01-11","Colorado Avalanche",4,"Nashville Predators",5,"OT",17159,"2:42",""
"554","2022-01-11","Detroit Red Wings",2,"San Jose Sharks",3,"OT",10489,"2:25",""
"555","2022-01-11","Toronto Maple Leafs",4,"Vegas Golden Knights",3,"SO",17911,"2:38",""
"556","2022-01-12","Toronto Maple Leafs",1,"Arizona Coyotes",2,"",10031,"2:19",""
"557","2022-01-12","Montreal Canadiens",1,"Boston Bruins",5,"",17850,"2:39",""
"558","2022-01-12","Seattle Kraken",2,"Dallas Stars",5,"",17825,"2:29",""
"559","2022-01-13","Philadelphia Flyers",2,"Boston Bruins",3,"",17850,"2:36",""
"560","2022-01-13","Columbus Blue Jackets",6,"Carolina Hurricanes",0,"",15979,"2:18",""
"561","2022-01-13","Ottawa Senators",4,"Calgary Flames",1,"",9639,"2:17",""
"562","2022-01-13","Montreal Canadiens",2,"Chicago Blackhawks",3,"OT",17472,"2:25",""
"563","2022-01-13","Winnipeg Jets",3,"Detroit Red Wings",0,"",16829,"2:23",""
"564","2022-01-13","Pittsburgh Penguins",2,"Los Angeles Kings",6,"",14348,"2:24",""
"565","2022-01-13","Buffalo Sabres",4,"Nashville Predators",1,"",17159,"2:25",""
"566","2022-01-13","New Jersey Devils",2,"New York Islanders",3,"",17255,"2:27",""
"567","2022-01-13","New York Rangers",3,"San Jose Sharks",0,"",10919,"2:22",""
"568","2022-01-13","Seattle Kraken",1,"St. Louis Blues",2,"",17017,"2:19",""
"569","2022-01-13","Vancouver Canucks",2,"Tampa Bay Lightning",4,"",19092,"2:29",""
